Level,Date and Time,Source,Event ID,Original Message
Information,04-10-2024 00:25,Service Control Manager,7040,The start type of the Microsoft Defender Antivirus Mini-Filter Driver service was changed from boot start to demand start 
Information,04-10-2024 00:25,Service Control Manager,7040,The start type of the Microsoft Defender Core Service service was changed from auto start to demand start 
Information,04-10-2024 00:23,Service Control Manager,7040,The start type of the Microsoft Defender Antivirus Boot Driver service was changed from demand start to boot start 
Warning,04-10-2024 00:22,Microsoft-Windows-DistributedCOM,10016,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows SecurityCenter SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable)  This security permission can be modified using the Component Services administrative tool "
Warning,04-10-2024 00:22,Microsoft-Windows-Kernel-Processor-Power,37,The speed of processor 31 in group 0 is being limited by system firmware  The processor has been in this reduced performance state for 71 seconds since the last report 
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,113,"Attempted to add URL (http   localhost 5426 ) to URL group (0xFE00001020000001)  Status  0x0  Process Id 0x2BC0 Executable path  Device HarddiskVolume3 Program Files (x86) Razer Synapse3 Service Razer Synapse Service exe, User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,111,"Create URL group 0xFE00001020000001  Status 0x0  Process Id 0x2BC0 Executable path  Device HarddiskVolume3 Program Files (x86) Razer Synapse3 Service Razer Synapse Service exe, User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-TPM-WMI,1282,The TBS device identifier has been generated 
Information,04-10-2024 00:21,TPM,18,This event triggers the Trusted Platform Module (TPM) provisioning status check to run 
Information,04-10-2024 00:21,Microsoft-Windows-UserModePowerService,12,Process C  Windows System32 DriverStore FileRepository ipf_cpu inf_amd64_b25cc008923a9297 ipf_uf exe (process ID 6900) reset policy scheme from {6fecc5ae-f350-48a5-b669-b472cb895ccf} to {6fecc5ae-f350-48a5-b669-b472cb895ccf}
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,113,"Attempted to add URL (http   127 0 0 1 27339 127 0 0 1 AuraSDK ) to URL group (0xFF00001A20000001)  Status  0x0  Process Id 0x1998 Executable path  Device HarddiskVolume3 Program Files (x86) ASUS GameSDK Service GameSDK exe, User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,111,"Create URL group 0xFF00001A20000001  Status 0x0  Process Id 0x1998 Executable path  Device HarddiskVolume3 Program Files (x86) ASUS GameSDK Service GameSDK exe, User SYSTEM"
Information,04-10-2024 00:21,RST Middleware,27,"Found passthru disk  SCSI Port  0, SCSI Bus  2, SCSI Target  0, PCIe SSD, 2048408248320 bytes, HFS002TEJ9X101N                         "
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,"Attempted to reserve URL http   + 3387 rdp   Status 0x0  Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,"Attempted to reserve URL https   + 443 sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}   Status 0x0  Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-HttpService,112,"Attempted to reserve URL http   + 80 Temporary_Listen_Addresses   Status 0x0  Process Id 0x4 Executable path , User SYSTEM"
Information,04-10-2024 00:21,Microsoft-Windows-DHCPv6-Client,51046,DHCPv6 client service is started
Information,04-10-2024 00:21,Microsoft-Windows-Dhcp-Client,50103,DHCPv4 client registered for shutdown notification
Information,04-10-2024 00:21,nhi,9001,"Thunderbolt driver is loaded and initialized connection to HW 
 Driver version  1 41 1379 0
 NVM version  43 3
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16983,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods 

For more information please see https   go microsoft com fwlink  linkid=2150956 
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16977,"The domain is configured with the following minimum password length-related settings 

MinimumPasswordLength  0

RelaxMinimumPasswordLengthLimits  0

MinimumPasswordLengthAudit  -1

For more information see https   go microsoft com fwlink  LinkId=2097191 
"
Information,04-10-2024 00:21,Microsoft-Windows-Directory-Services-SAM,16962,"Remote calls to the SAM database are being restricted using the default security descriptor  O SYG SYD (A  RC   BA) 
For more information please see http   go microsoft com fwlink  LinkId=787651 "
Warning,04-10-2024 00:21,LsaSrv,6155,"LSA package is not signed as expected  This can cause unexpected behavior with Credential Guard 

PackageName  msv1_0"
Information,04-10-2024 00:21,LsaSrv,6156,"Virtualization Based Security for Credential Guard auto enablement status 

Hardware Requirements 	1
Domain Joined 	0
Azure AD Joined 	0"
Information,04-10-2024 00:21,Microsoft-Windows-Wininit,18,VBS Key Isolation was started and will protect VSM-isolated keys 
Information,04-10-2024 00:21,Microsoft-Windows-Wininit,14,"Credential Guard configuration 

Registry Configuration  0x2
Test Configuration  0
Auto Enablement  1"
Warning,04-10-2024 00:21,Microsoft-Windows-Kernel-PnP,219,The driver  Driver WUDFRd failed to load for the device HID VID_0B05&PID_19B6&MI_00&Col09 7&8bfce01&0&0008 
Information,04-10-2024 00:21,Microsoft-Windows-DriverFrameworks-UserMode,10118,"UMDF reflector is unable to connect to service control manager (SCM)  This is expected during boot, when SCM has not started yet  Will retry when it starts "
Information,04-10-2024 00:21,Intel-SST-OED,28,"Library is not supported in BIOS      C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_vlldp14x_lite_lib bin, status = The request is not supported  "
Information,04-10-2024 00:21,Intel-SST-OED,29,FX module is not supported in BIOS   {56a9ea76-3745-4cc0-815c-a621faa8c9cb} from     C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_vlldp14x_lite_lib bin 
Information,04-10-2024 00:21,Intel-SST-OED,29,FX module is not supported in BIOS   {cbdd3db0-85ae-4466-b18d-504fd8e7082b} from     C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_vlldp14x_lib bin 
Information,04-10-2024 00:21,Intel-SST-OED,29,FX module is not supported in BIOS   {7aa4db02-6b41-4bc3-a712-80a2dde29e11} from     C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_rtksep481_lib bin 
Information,04-10-2024 00:21,Intel-SST-OED,29,FX module is not supported in BIOS   {a28aff37-8f9e-4b9f-8c0a-0b86db7ce6f0} from     C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_dtspost_lib bin 
Information,04-10-2024 00:21,Intel-SST-OED,29,FX module is not supported in BIOS   {85e6897a-07d3-4db6-9823-3fe0585490d6} from     C  Windows System32 DriverStore FileRepository intcoed_oemlibpath inf_amd64_2631c5cb8dca3da2 adl_dirac1_lib bin 
Information,04-10-2024 00:21,Netwtw14,7036,The  Device NDMP1 service entered the Intel(R) Wi-Fi 6E AX211 160MHz state 
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Power,521,Active battery count change 
Information,04-10-2024 00:21,Microsoft-Windows-Kernel-Processor-Power,55,"Processor 31 in group 0 exposes the following power management capabilities 

Idle state type  Micro Power Engine Plugin (11 state(s))

Performance state type  ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz)  2200
Maximum performance percentage  1159
Minimum performance percentage  100
Minimum throttle percentage  4"
Warning,04-10-2024 00:21,Microsoft-Windows-Kernel-PnP,219,The driver  Driver WUDFRd failed to load for the device PCI VEN_8086&DEV_1134&SUBSYS_1F021043&REV_00 5C8ECD708700AA0000 
Warning,04-10-2024 00:21,Microsoft-Windows-Kernel-PnP,219,The driver  Driver WUDFRd failed to load for the device PCI VEN_8086&DEV_A71D&SUBSYS_1B931043&REV_01 3&11583659&0&20 
Information,04-10-2024 00:20,Microsoft-Windows-Ntfs,98,Volume     Volume{0e5aa93f-d843-4b05-81a6-50394aba0b11} ( Device HarddiskVolume4) is healthy   No action is needed 
Information,04-10-2024 00:20,Microsoft-Windows-Ntfs,98,Volume     Volume{6b55e2c7-a112-4670-a65b-e08966409883} ( Device HarddiskVolume5) is healthy   No action is needed 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Power,125,"ACPI thermal zone  _TZ TZ00 has been enumerated              
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 373K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 378K             
_HOT = 374K             
minimum throttle = 0             
_CR3 = 0K"
Information,04-10-2024 00:20,Microsoft-Windows-Ntfs,98,Volume C  ( Device HarddiskVolume3) is healthy   No action is needed 
Information,04-10-2024 00:20,Microsoft-Windows-HAL,16,The iommu fault reporting has been initialized 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-General,20,"The leap second configuration has been updated 
Reason  Leap second data initialized from registry during boot
Leap seconds enabled  true
New leap second count  0
Old leap second count  0"
Warning,04-10-2024 00:20,Microsoft-Windows-Hyper-V-Hypervisor,167,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled  To enable mitigations for virtual machines, disable HyperThreading "
Information,04-10-2024 00:20,Microsoft-Windows-Hyper-V-Hypervisor,165,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines 

Processor not affected  true
Processor family not affected  false
Processor supports microarchitectural buffer flush  false
Buffer flush needed  true
"
Information,04-10-2024 00:20,Microsoft-Windows-Hyper-V-Hypervisor,156,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines 

Processor not affected  true
Processor family not affected  false
Processor supports cache flush  true
HyperThreading enabled  false
Parent hypervisor applies mitigations  false
Mitigations disabled by bcdedit  false
Mitigations enabled  true
Cache flush needed  false
"
Information,04-10-2024 00:20,Microsoft-Windows-Hyper-V-Hypervisor,129,"Hypervisor initialized I O remapping 

Hardware present  true
Hardware enabled  true
Policy  0x0
Enabled features  0x43
Internal information  0x0
Problems  0x0
Additional information  0x0"
Information,04-10-2024 00:20,Microsoft-Windows-Hyper-V-Hypervisor,2,Hypervisor scheduler type is 0x4 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Boot,27,The boot type was 0x0 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Boot,25,The boot menu policy was 0x1 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Boot,238,EFI time zone bias  2047  Daylight flags  0  Firmware time   2024 - 10 - 04T00 20 52 000000000Z 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Boot,153,"Virtualization-based security (policies  VBS Enabled,VSM Required,Hvci,Boot Chain Signer Soft Enforced) is enabled due to VBS registry configuration "
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-General,12,The operating system started at system time  2024 - 10 - 03T18 50 53 500000000Z 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-General,13,The operating system is shutting down at system time  2024 - 10 - 03T18 50 42 490594000Z 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Power,577,The system has prepared for a system initiated reboot from Active 
Information,04-10-2024 00:20,Microsoft-Windows-Kernel-Power,109,"The kernel power manager has initiated a shutdown transition 

Action  Power Action Reboot 
Event Code  0x0 
Reason  Kernel API"
Warning,04-10-2024 00:20,Microsoft-Windows-WLAN-AutoConfig,10002,"WLAN Extensibility Module has stopped 

Module Path  C  Windows System32 DriverStore FileRepository netwtw6e inf_amd64_8231e64986f91750 IntelIHVRouter14 dll
"
Information,04-10-2024 00:21,EventLog,6005,The Event log service was started 
Information,04-10-2024 00:21,EventLog,6009,Microsoft (R) Windows (R) 10 00  22631  Multiprocessor Free 
Information,04-10-2024 00:20,Microsoft-Windows-Dhcp-Client,50037,DHCPv4 client service is stopped  ShutDown Flag value is 1
Information,04-10-2024 00:20,Microsoft-Windows-Dhcp-Client,50106,DHCPv4 is waiting on DHCPv6 service to stop
Information,04-10-2024 00:20,Microsoft-Windows-DHCPv6-Client,51057,DHCPv6 client service stop is almost done DHCP Context Ref count is 1
Information,04-10-2024 00:20,Microsoft-Windows-Dhcp-Client,50105,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,04-10-2024 00:20,Microsoft-Windows-Dhcp-Client,50104,DHCPv4 client received shutdown notification
Warning,03-10-2024 23:32,Microsoft-Windows-DNS-Client,1014,Name resolution for the name t-ring-fallbacks2 msedge net timed out after none of the configured DNS servers responded  Client PID 5864 
Information,03-10-2024 23:19,Microsoft-Windows-Power-Troubleshooter,1,"The system has returned from a low power state 

Sleep Time   2024 - 10 - 03T17 09 16 823182200Z
Wake Time   2024 - 10 - 03T17 49 22 563351100Z

Wake Source  Unknown"
Information,03-10-2024 23:19,Microsoft-Windows-Kernel-Power,566,"The system session has transitioned from 6 to 8 

Reason InputHid 

BootId  97"
Information,03-10-2024 21:31,Microsoft-Windows-Power-Troubleshooter,1,"The system has returned from a low power state 

Sleep Time   2024 - 10 - 03T15 46 05 275219000Z
Wake Time   2024 - 10 - 03T16 01 03 566422700Z

Wake Source  Unknown"
Error,03-10-2024 20:31,Volsnap,36,The shadow copies of volume C  were aborted because the shadow copy storage could not grow due to a user imposed limit 
Information,03-10-2024 19:03,Microsoft-Windows-WindowsUpdateClient,43,Installation Started  Windows has started installing the following update  Update for Microsoft Defender Antivirus antimalware platform - KB4052623 (Version 4 18 24080 9) - Current Channel (Broad)
Information,03-10-2024 19:02,Service Control Manager,7045,"A service was installed in the system 

Service Name   MpKsl8a8c90c5
Service File Name   C  ProgramData Microsoft Windows Defender Definition Updates {95FC6047-24E5-496A-BF9E-4A22B702EF78} MpKslDrv sys
Service Type   kernel mode driver
Service Start Type   demand start
Service Account   "
Information,03-10-2024 18:59,Microsoft-Windows-UserModePowerService,12,Process C  Windows System32 DriverStore FileRepository ipf_cpu inf_amd64_b25cc008923a9297 ipf_uf exe (process ID 6004) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,03-10-2024 18:56,Microsoft-Windows-UserModePowerService,51,Process C  Program Files ASUS ARMOURY CRATE Service ArmouryCrate UserSessionHelper exe (process ID 17644) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {961cc777-2547-4f9d-8174-7d86181b8a7a}
Information,03-10-2024 17:37,Microsoft-Windows-UserModePowerService,51,Process C  Program Files ASUS ARMOURY CRATE Service ArmouryCrate UserSessionHelper exe (process ID 17644) reset overlay policy scheme from {961cc777-2547-4f9d-8174-7d86181b8a7a} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,03-10-2024 17:37,Microsoft-Windows-UserModePowerService,12,Process C  Program Files ASUS ARMOURY CRATE Service ArmouryCrate UserSessionHelper exe (process ID 17644) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {6fecc5ae-f350-48a5-b669-b472cb895ccf}
Information,03-10-2024 17:36,Microsoft-Windows-UserModePowerService,12,Process C  Program Files ASUS ARMOURY CRATE Service ArmouryCrate UserSessionHelper exe (process ID 17644) reset policy scheme from {6fecc5ae-f350-48a5-b669-b472cb895ccf} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Warning,03-10-2024 17:35,Microsoft-Windows-DNS-Client,1014,Name resolution for the name browser-notifications opera com timed out after none of the configured DNS servers responded  Client PID 3968 
Warning,03-10-2024 17:13,Microsoft-Windows-WLAN-AutoConfig,4003,"WLAN AutoConfig detected limited connectivity, attempting automatic recovery 

Recovery Type  4
Error Code  0x0
Trigger Reason  7
IP Family  0
"
Information,03-10-2024 17:12,EventLog,6013,The system uptime is 181122 seconds 
Information,03-10-2024 00:05,Microsoft-Windows-WindowsUpdateClient,43,Installation Started  Windows has started installing the following update  9N0866FS04W8-DolbyLaboratories DolbyAccess
Information,03-10-2024 00:05,Microsoft-Windows-Kernel-General,16,The access history in hive     C  ProgramData Microsoft Windows AppRepository Packages DolbyLaboratories DolbyAccess_3 24 2820 0_x64__rz1tebttyb220 ActivationStore dat was cleared updating 0 keys and creating 0 modified pages 
Information,03-10-2024 00:04,Volsnap,33,The oldest shadow copy of volume C  was deleted to keep disk space usage for shadow copies of volume C  below the user defined limit 
Warning,02-10-2024 20:26,Microsoft-Windows-DistributedCOM,10016,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user KRAZYPC Karthik Sundaram SID (S-1-5-21-4230852428-3624921412-923642634-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-1989013348-3040981531-2542848207-4179683062-1047211343-704142762-318354367)  This security permission can be modified using the Component Services administrative tool "
Information,02-10-2024 16:38,Microsoft-Windows-Power-Troubleshooter,1,"The system has returned from a low power state 

Sleep Time   2024 - 10 - 02T07 17 33 130233900Z
Wake Time   2024 - 10 - 02T11 08 43 547399700Z

Wake Source  Unknown"
Warning,02-10-2024 11:30,Microsoft-Windows-EnhancedPhishingProtection-Events,8265,Aggregated Threat assessment of current system instance
Error,02-10-2024 11:15,Service Control Manager,7023,"The McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service terminated with the following error  
Incorrect function "
Information,02-10-2024 10:07,Microsoft-Windows-Power-Troubleshooter,1,"The system has returned from a low power state 

Sleep Time   2024 - 10 - 01T17 50 10 075672400Z
Wake Time   2024 - 10 - 02T04 37 12 579772200Z

Wake Source  Unknown"
Information,01-10-2024 23:18,Microsoft-Windows-UserPnp,20003,Driver Management has concluded the process to add Service NVDisplay ContainerLocalSystem for Device Instance ID PCI VEN_10DE&DEV_2757&SUBSYS_35081043&REV_A1 4&6F51D06&0&0008 with the following status  0 
Error,01-10-2024 21:12,Service Control Manager,7024,"The GoogleUpdater InternalService 130 0 6679 0 (GoogleUpdaterInternalService130 0 6679 0) service terminated with the following service-specific error  
%%75045"
Information,01-10-2024 18:17,Microsoft-Windows-Kernel-Power,42,"The system is entering sleep 

Sleep Reason  Hibernate from Sleep - Fixed Timeout"
Information,01-10-2024 14:54,Microsoft-Windows-HttpService,112,"Attempted to reserve URL http   + 3387 rdp   Status 0x0  Process Id 0xE40 Executable path  Device HarddiskVolume3 Windows WinSxS amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10 0 22621 4245_none_e95e526042cdf49b TiWorker exe, User SYSTEM"
Information,01-10-2024 14:54,Microsoft-Windows-Kernel-General,16,The access history in hive     C  ProgramData Microsoft Windows AppRepository Packages MicrosoftWindows LKG TwinSxS_1000 22621 4249 0_x64__cw5n1h2txyewy ActivationStore dat was cleared updating 0 keys and creating 0 modified pages 
Information,01-10-2024 14:54,Microsoft-Windows-Kernel-General,16,The access history in hive     C  Windows AppCompat Programs Amcache hve tmp was cleared updating 2006 keys and creating 792 modified pages 
Information,01-10-2024 14:53,User32,1074,"The process C  Windows servicing TrustedInstaller exe (KRAZYPC) has initiated the restart of computer KRAZYPC on behalf of user NT AUTHORITY SYSTEM for the following reason  Operating System  Upgrade (Planned)
 Reason Code  0x80020003
 Shutdown Type  restart
 Comment  "
Critical,01-10-2024 14:52,Microsoft-Windows-Kernel-Power,41,"The system has rebooted without cleanly shutting down first  This error could be caused if the system stopped responding, crashed, or lost power unexpectedly "
Error,01-10-2024 14:54,EventLog,6008,The previous system shutdown at 2 23 21 PM on  10  1  2024 was unexpected 
Warning,01-10-2024 14:51,Display,4101,Display driver nvlddmkm stopped responding and has successfully recovered 
Information,01-10-2024 14:07,Service Control Manager,7045,"A service was installed in the system 

Service Name   AsusSAIO
Service File Name    SystemRoot System32 DriverStore FileRepository asussci2 inf_amd64_a61e5ab0aed04d3c ASUSSystemAnalysis AsusSAIO sys
Service Type   kernel mode driver
Service Start Type   demand start
Service Account   "
Information,01-10-2024 13:56,Microsoft-Windows-WindowsUpdateClient,43,Installation Started  Windows has started installing the following update  2024-09 Cumulative Update Preview for Windows 11 Version 23H2 for x64-based Systems (KB5043145)
Error,01-10-2024 13:56,Microsoft-Windows-WindowsUpdateClient,20,Installation Failure  Windows failed to install the following update with error 0x80073D02  9N7R5S6B0ZZH-B9ECED6F ASUSPCAssistant 
Information,01-10-2024 13:56,Microsoft-Windows-Kernel-General,16,The access history in hive     C  ProgramData Microsoft Windows AppRepository Packages B9ECED6F ASUSPCAssistant_4 0 24 0_x64__qmba6cd70vzyy ActivationStore dat was cleared updating 0 keys and creating 0 modified pages 
Information,01-10-2024 13:46,Microsoft-Windows-WindowsUpdateClient,43,Installation Started  Windows has started installing the following update  9NBLGGH5R558-Microsoft Todos
